timestamp,activityType,from,id,to,txHash,quantity,token.erc1155TokenId,item,token.erc1155Image,price,seller,buyer,formatted_price,unitary_price
2024-08-09 11:44:15,Sale,0x6f88d30bed3e83aaa872f446e01ce082d07354f4,19360201,0x8820952ca16f64da3074507ed63588b59038364f,0xe3e55f8d1b1522ff3e668ce58854247af4f2b5e3c1e7de0ef2fcf2761579ced0,1.0,268638736,Lv 3 Packaging box,https://icons.lumiterra.net/item-icon-794.png,1.53e+18,RAJATEGA,Lionkorts,1.53,1.53
2024-08-09 11:44:12,Sale,0xab3ba42a9c020bc5830437238b74114b434e2d5a,19360190,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0xe0fbc5bcd77dc9cb1279217fd67951c2d3f1e45620af52b7e9770cb23abd43f1,4.0,1103120,Lv 1 Agricultural Livestock Essence,https://icons.lumiterra.net/item-icon-213.png,1.564e+19,Lunacian #0,Art1st,15.64,3.91
2024-08-09 11:44:12,Sale,0x19172549a42b5f0aff75173b83b7814144382c70,19360189,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0xe0fbc5bcd77dc9cb1279217fd67951c2d3f1e45620af52b7e9770cb23abd43f1,1.0,1103120,Lv 1 Agricultural Livestock Essence,https://icons.lumiterra.net/item-icon-213.png,3.9e+18,HunterThanh,Art1st,3.9,3.9
2024-08-09 11:44:12,Sale,0x394c634bd114ab793c3c10d7dfcc2e9a14ad05df,19360188,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0xe0fbc5bcd77dc9cb1279217fd67951c2d3f1e45620af52b7e9770cb23abd43f1,1.0,1103120,Lv 1 Agricultural Livestock Essence,https://icons.lumiterra.net/item-icon-213.png,3.899e+18,TOTLK,Art1st,3.899,3.899
2024-08-09 11:43:51,Sale,0x18f330651b89c08dddd8a310972aef14f684feb3,19359692,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x536d1e7b664dd78040c641233658e856bd1f80afbead76d4630940db2dbb9f36,1.0,1102352,Lv 1 Agricultural Planting Essence,https://icons.lumiterra.net/item-icon-210.png,4.79e+18,Lunacian #4,Art1st,4.79,4.79
2024-08-09 11:43:51,Sale,0x15695d8aae5edec81d57bb220abb1e98bf472846,19359691,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x536d1e7b664dd78040c641233658e856bd1f80afbead76d4630940db2dbb9f36,1.0,1102352,Lv 1 Agricultural Planting Essence,https://icons.lumiterra.net/item-icon-210.png,4.79e+18,Lunacian #1,Art1st,4.79,4.79
2024-08-09 11:43:51,Sale,0x9a648e829cb502385ac7b48ce1e84a831e264372,19359690,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x536d1e7b664dd78040c641233658e856bd1f80afbead76d4630940db2dbb9f36,1.0,1102352,Lv 1 Agricultural Planting Essence,https://icons.lumiterra.net/item-icon-210.png,4.77e+18,Lunacian #4,Art1st,4.77,4.77
2024-08-09 11:43:51,Sale,0x0eb19d029cd1d7cddbb0c83da1fab938f6708499,19359689,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x536d1e7b664dd78040c641233658e856bd1f80afbead76d4630940db2dbb9f36,1.0,1102352,Lv 1 Agricultural Planting Essence,https://icons.lumiterra.net/item-icon-210.png,4.67e+18,Lunacian #4,Art1st,4.67,4.67
2024-08-09 11:43:51,Sale,0x333f9a45d759267a87d8fd3c61bdbfe3c39390d4,19359688,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x536d1e7b664dd78040c641233658e856bd1f80afbead76d4630940db2dbb9f36,1.0,1102352,Lv 1 Agricultural Planting Essence,https://icons.lumiterra.net/item-icon-210.png,4.67e+18,Lunacian #0,Art1st,4.67,4.67
2024-08-09 11:43:51,Sale,0x10fc2d0142b45a793c412d617af939e56b313f3f,19359687,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x536d1e7b664dd78040c641233658e856bd1f80afbead76d4630940db2dbb9f36,1.0,1102352,Lv 1 Agricultural Planting Essence,https://icons.lumiterra.net/item-icon-210.png,4.66e+18,Lunacian #1,Art1st,4.66,4.66
